,Year,Strata,Strata_Name,Cause_Desc,Count
825,2018,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
826,2018,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
827,2018,Race-Ethnicity,White,Accidents (unintentional injuries),7695
828,2018,Race-Ethnicity,White,Alzheimer's disease,11396
829,2018,Race-Ethnicity,White,Assault (homicide),264
830,2018,Race-Ethnicity,White,Cerebrovascular diseases,9338
831,2018,Race-Ethnicity,White,Chronic liver disease and cirrhosis,2457
832,2018,Race-Ethnicity,White,Chronic lower respiratory diseases,9859
833,2018,Race-Ethnicity,White,Diabetes mellitus,3845
834,2018,Race-Ethnicity,White,Diseases of heart,39652
835,2018,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,2839
836,2018,Race-Ethnicity,White,Influenza and pneumonia,3743
837,2018,Race-Ethnicity,White,Intentional self-harm (suicide),2601
838,2018,Race-Ethnicity,White,Malignant neoplasms,35815
839,2018,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",1663
840,2018,Race-Ethnicity,White,Parkinson's disease,2359
841,2018,Total Population,Total Population,Accidents (unintentional injuries),14446
842,2018,Total Population,Total Population,Alzheimer's disease,16588
843,2018,Total Population,Total Population,Assault (homicide),1768
844,2018,Total Population,Total Population,Cerebrovascular diseases,16469
845,2018,Total Population,Total Population,Chronic liver disease and cirrhosis,5360
846,2018,Total Population,Total Population,Chronic lower respiratory diseases,13597
847,2018,Total Population,Total Population,Diabetes mellitus,9482
848,2018,Total Population,Total Population,Diseases of heart,62939
849,2018,Total Population,Total Population,Essential hypertension and hypertensive renal disease,5451
850,2018,Total Population,Total Population,Influenza and pneumonia,6887
851,2018,Total Population,Total Population,Intentional self-harm (suicide),4490
852,2018,Total Population,Total Population,Malignant neoplasms,60295
853,2018,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",3846
854,2018,Total Population,Total Population,Parkinson's disease,3445
855,2019,Age,1-4 years,All causes (total),231
856,2019,Age,15-24 years,All causes (total),2835
857,2019,Age,25-34 years,All causes (total),5730
858,2019,Age,35-44 years,All causes (total),7793
859,2019,Age,45-54 years,All causes (total),15232
860,2019,Age,5-14 years,All causes (total),367
861,2019,Age,55-64 years,All causes (total),34303
862,2019,Age,65-74 years,All causes (total),49379
863,2019,Age,75-84 years,All causes (total),62499
864,2019,Age,85 years and over,All causes (total),90050
865,2019,Age,Under 1 year,All causes (total),1802
866,2019,Gender,Female,Accidents (unintentional injuries),4655
867,2019,Gender,Female,Alzheimer's disease,11074
868,2019,Gender,Female,Assault (homicide),217
869,2019,Gender,Female,Cerebrovascular diseases,9426
870,2019,Gender,Female,Chronic liver disease and cirrhosis,1909
871,2019,Gender,Female,Chronic lower respiratory diseases,6792
872,2019,Gender,Female,Diabetes mellitus,4130
873,2019,Gender,Female,Diseases of heart,27762
874,2019,Gender,Female,Essential hypertension and hypertensive renal disease,2868
875,2019,Gender,Female,Influenza and pneumonia,2649
876,2019,Gender,Female,Intentional self-harm (suicide),876
877,2019,Gender,Female,Malignant neoplasms,28840
878,2019,Gender,Female,"Nephritis, nephrotic syndrome and nephrosis",1656
879,2019,Gender,Female,Parkinson's disease,1360
880,2019,Gender,Male,Accidents (unintentional injuries),10507
881,2019,Gender,Male,Alzheimer's disease,5476
882,2019,Gender,Male,Assault (homicide),1065
883,2019,Gender,Male,Cerebrovascular diseases,7317
884,2019,Gender,Male,Chronic liver disease and cirrhosis,3347
885,2019,Gender,Male,Chronic lower respiratory diseases,6177
886,2019,Gender,Male,Diabetes mellitus,5465
887,2019,Gender,Male,Diseases of heart,34827
888,2019,Gender,Male,Essential hypertension and hypertensive renal disease,2526
889,2019,Gender,Male,Influenza and pneumonia,2754
890,2019,Gender,Male,Intentional self-harm (suicide),3119
891,2019,Gender,Male,Malignant neoplasms,30934
892,2019,Gender,Male,"Nephritis, nephrotic syndrome and nephrosis",1995
893,2019,Gender,Male,Parkinson's disease,2189
894,2019,Place Type,Decedent's Home,All causes (total),98461
895,2019,Place Type,Emergency Room/Outpatient,All causes (total),15475
896,2019,Place Type,Hospice Facility,All causes (total),4797
897,2019,Place Type,Inpatient,All causes (total),83761
898,2019,Place Type,Nursing Home/Long Term Care Facility,All causes (total),40854
899,2019,Place Type,Other/Unknown,All causes (total),24593
900,2019,Race-Ethnicity,American Indian/Alaskan Native,Accidents (unintentional injuries),26
901,2019,Race-Ethnicity,American Indian/Alaskan Native,Alzheimer's disease,0
902,2019,Race-Ethnicity,American Indian/Alaskan Native,Assault (homicide),0
903,2019,Race-Ethnicity,American Indian/Alaskan Native,Cerebrovascular diseases,0
904,2019,Race-Ethnicity,American Indian/Alaskan Native,Chronic liver disease and cirrhosis,0
905,2019,Race-Ethnicity,American Indian/Alaskan Native,Chronic lower respiratory diseases,0
906,2019,Race-Ethnicity,American Indian/Alaskan Native,Diabetes mellitus,0
907,2019,Race-Ethnicity,American Indian/Alaskan Native,Diseases of heart,104
908,2019,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
909,2019,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
910,2019,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
911,2019,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,129
912,2019,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
913,2019,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
914,2019,Race-Ethnicity,Asian,Accidents (unintentional injuries),899
915,2019,Race-Ethnicity,Asian,Alzheimer's disease,1468
916,2019,Race-Ethnicity,Asian,Assault (homicide),16
917,2019,Race-Ethnicity,Asian,Cerebrovascular diseases,2288
918,2019,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,170
919,2019,Race-Ethnicity,Asian,Chronic lower respiratory diseases,802
920,2019,Race-Ethnicity,Asian,Diabetes mellitus,1268
921,2019,Race-Ethnicity,Asian,Diseases of heart,5804
922,2019,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,713
923,2019,Race-Ethnicity,Asian,Influenza and pneumonia,768
924,2019,Race-Ethnicity,Asian,Intentional self-harm (suicide),306
925,2019,Race-Ethnicity,Asian,Malignant neoplasms,6912
926,2019,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",443
927,2019,Race-Ethnicity,Asian,Parkinson's disease,374
928,2019,Race-Ethnicity,Black,Accidents (unintentional injuries),1266
929,2019,Race-Ethnicity,Black,Alzheimer's disease,894
930,2019,Race-Ethnicity,Black,Assault (homicide),447
931,2019,Race-Ethnicity,Black,Cerebrovascular diseases,1216
932,2019,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,176
933,2019,Race-Ethnicity,Black,Chronic lower respiratory diseases,829
934,2019,Race-Ethnicity,Black,Diabetes mellitus,975
935,2019,Race-Ethnicity,Black,Diseases of heart,5140
936,2019,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,538
937,2019,Race-Ethnicity,Black,Influenza and pneumonia,360
938,2019,Race-Ethnicity,Black,Intentional self-harm (suicide),137
939,2019,Race-Ethnicity,Black,Malignant neoplasms,4204
940,2019,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",362
941,2019,Race-Ethnicity,Black,Parkinson's disease,54
942,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
943,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
944,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
945,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,11
946,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
947,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
948,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,13
949,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,203
950,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
951,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
952,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
953,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,167
954,2019,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
955,2019,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
956,2019,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),4345
957,2019,Race-Ethnicity,Hispanic,Alzheimer's disease,2552
958,2019,Race-Ethnicity,Hispanic,Assault (homicide),757
959,2019,Race-Ethnicity,Hispanic,Cerebrovascular diseases,3312
960,2019,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,2097
961,2019,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,1241
962,2019,Race-Ethnicity,Hispanic,Diabetes mellitus,3129
963,2019,Race-Ethnicity,Hispanic,Diseases of heart,10646
964,2019,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,1059
965,2019,Race-Ethnicity,Hispanic,Influenza and pneumonia,1134
966,2019,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),848
967,2019,Race-Ethnicity,Hispanic,Malignant neoplasms,11868
968,2019,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",996
969,2019,Race-Ethnicity,Hispanic,Parkinson's disease,428
970,2019,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),148
971,2019,Race-Ethnicity,Multi-Race,Alzheimer's disease,26
972,2019,Race-Ethnicity,Multi-Race,Assault (homicide),0
973,2019,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,46
974,2019,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
975,2019,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,46
976,2019,Race-Ethnicity,Multi-Race,Diabetes mellitus,13
977,2019,Race-Ethnicity,Multi-Race,Diseases of heart,371
978,2019,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
979,2019,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
980,2019,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),0
981,2019,Race-Ethnicity,Multi-Race,Malignant neoplasms,403
982,2019,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
983,2019,Race-Ethnicity,Multi-Race,Parkinson's disease,0
984,2019,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),39
985,2019,Race-Ethnicity,Other/Unknown,Alzheimer's disease,24
986,2019,Race-Ethnicity,Other/Unknown,Assault (homicide),0
987,2019,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,37
988,2019,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,11
989,2019,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,40
990,2019,Race-Ethnicity,Other/Unknown,Diabetes mellitus,34
991,2019,Race-Ethnicity,Other/Unknown,Diseases of heart,251
992,2019,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
993,2019,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,11
994,2019,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
995,2019,Race-Ethnicity,Other/Unknown,Malignant neoplasms,209
996,2019,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
997,2019,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
998,2019,Race-Ethnicity,White,Accidents (unintentional injuries),7978
999,2019,Race-Ethnicity,White,Alzheimer's disease,11384
1000,2019,Race-Ethnicity,White,Assault (homicide),238
1001,2019,Race-Ethnicity,White,Cerebrovascular diseases,9295
1002,2019,Race-Ethnicity,White,Chronic liver disease and cirrhosis,2540
1003,2019,Race-Ethnicity,White,Chronic lower respiratory diseases,9349
1004,2019,Race-Ethnicity,White,Diabetes mellitus,3853
1005,2019,Race-Ethnicity,White,Diseases of heart,39271
1006,2019,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,2821
1007,2019,Race-Ethnicity,White,Influenza and pneumonia,2920
1008,2019,Race-Ethnicity,White,Intentional self-harm (suicide),2508
1009,2019,Race-Ethnicity,White,Malignant neoplasms,35147
1010,2019,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",1649
1011,2019,Race-Ethnicity,White,Parkinson's disease,2536
1012,2019,Total Population,Total Population,Accidents (unintentional injuries),15383
1013,2019,Total Population,Total Population,Alzheimer's disease,16797
1014,2019,Total Population,Total Population,Assault (homicide),1686
1015,2019,Total Population,Total Population,Cerebrovascular diseases,16848
1016,2019,Total Population,Total Population,Chronic liver disease and cirrhosis,5520
1017,2019,Total Population,Total Population,Chronic lower respiratory diseases,13096
1018,2019,Total Population,Total Population,Diabetes mellitus,9811
1019,2019,Total Population,Total Population,Diseases of heart,62644
1020,2019,Total Population,Total Population,Essential hypertension and hypertensive renal disease,5521
1021,2019,Total Population,Total Population,Influenza and pneumonia,5595
1022,2019,Total Population,Total Population,Intentional self-harm (suicide),4401
1023,2019,Total Population,Total Population,Malignant neoplasms,59814
1024,2019,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",3923
1025,2019,Total Population,Total Population,Parkinson's disease,3813
